customer_tweet_id,customer_message,uber_response,created_at,intent
1568885,@Uber_Support pathetic UBER hs rmovd cancellation colum help!drivers r cancelling rides in thr whims n fancy n ridrs hvto br cancellation!,@483763 We're sorry to hear this was your experience. Send us a DM with your email address so we can assist.,Sat Nov 04 16:27:34 +0000 2017,
2374623,@Uber_Support why is my cc being charged first instead of using my credits from gift cards?,@128743 Here to help! Contact us here; https://t.co/R8Xm8a7StU so we can take a closer look.,Tue Nov 14 01:51:03 +0000 2017,
1964743,"@115873 driver reached my location with trip already running. When I objected his act, driver cancelled the trip and told me he will not go.",@582461 Happy to take a closer look for you. Sign in and visit us at https://t.co/s9SVm2cb9K so our team can address this appropriately.,Tue Oct 31 06:37:27 +0000 2017,
2336634,just had the craziest rude as fuck @115877 experience but idk if i should report the driver cause they have my phone number wtf,@392905 Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,Fri Oct 20 02:58:13 +0000 2017,
963725,"Dear @116057 and @115877 gods, please help wichita get with the food delivery times. Thanks.",@348736 We're working hard to expand our service area. Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru,Sat Oct 21 21:03:51 +0000 2017,
40586,@Uber_Support When I try to order an Uber I am told that my method of payment is invalid. Several friends in Sweden have the same issue.,@124909 Hey Olle! Can you please provide your account email so can look into this issue for you? We will follow up.,Wed Nov 01 15:19:54 +0000 2017,
1426796,@115877 pretty sure one of your drivers drove off with my food,@451449 Here to help! Send us a note here https://t.co/hVMgTsth35 and our team will be in touch.,Thu Nov 02 05:10:49 +0000 2017,
2983605,Waiting for an #Uber and watching the driver pass the turn-offs and turn a 3-minute drive into a 10-minute one. Where is he going?,@349016 Here to help! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,Tue Oct 31 21:04:35 +0000 2017,
1713197,Yo y’all really be hiring stupid cab drivers @115873 I’m tired!!!,"@518889 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ, and our team will be in touch.",Tue Nov 07 02:16:10 +0000 2017,
920981,@Uber_Support Okay thank you! Cause I don’t think a fee is over $16 if I canceled the Uber literally seconds after it was ordered,@338621 What you are more than likely seeing is an authorization hold. You can check out this page to learn more; https://t.co/5Xz2I8VM4j.,Sat Oct 21 05:30:33 +0000 2017,
2954583,"@Uber_Support Hi, I forgot my phone in my uber on my ride to AUS airport..how can I get it back? I have a flight in a few hours",@419139 Here to help! Find out more about contacting your driver here; https://t.co/rOtqyWzf0B.,Wed Nov 29 18:51:40 +0000 2017,
879211,@115873 i need a 50% discount bc im helping navigate ya drivers bc your shit GPS dont know where to go,@328726 Here to help! Please contact us via https://t.co/fS660rQ8NQ so we can follow up.,Mon Oct 09 23:12:11 +0000 2017,
2337117,This is a new one. My Uber driver just got pulled over 😬 #awkward,@676193 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Fri Oct 20 04:25:42 +0000 2017,
1219338,@Uber_Support will do. And thanks for the speedy reply!,@406083 Hi Emma - go ahead and check your DM for further details!,Wed Oct 25 14:50:51 +0000 2017,
515362,@Uber_Support But why do I get charged in the 1st place? This is a frequent occurrence.,"@238712 Happy to clarify, Juris. If your driver cancels the trip 5+ minutes after arriving then a cancellation fee may be charged to compensate drivers for time invested in traveling to a rider's pickup location. You can find more info here: https://t.co/UBD8KqOd2D,",Sat Dec 02 10:32:43 +0000 2017,
880135,"@Uber_Support who do I talk to about a driver that really went above and beyond, I'd like him to be recognised for the service he's doing",@328951 We're happy to hear you had a positive experience. Please provide the details at https://t.co/qHI8xcWfiW so we can follow up.,Fri Oct 20 18:42:44 +0000 2017,
345500,5 cancellations within 24 hours @115873 !!! Appalling service! I hope people see sense and stop using.,@198219 Sorry for the trouble! Please send us a note via https://t.co/h840Iouehc so our team can connect.,Sun Oct 08 02:51:34 +0000 2017,
2935444,@Uber_Support dont bother anymore with my query. Its still not resolved. Im moving you another service. I'm actually stuck where I am 😡😡😡,@806177 We understand this issue is important to you. We can confirm our team has been in touch via email support. Please continue to engage with us via the support message so we can continue to assist you. Thank you for understanding.,Wed Nov 29 10:36:43 +0000 2017,
2002230,"@Uber_Support hi,i received msgs on deducting an amount frm my visa for ""uber help""!!Wts this exactly?And hw u did tht wthout my permission!","@592048 Happy to help, Hamzeh! Please send your email address associated with your Uber account and we'll be glad to take a look.",Thu Nov 02 08:23:38 +0000 2017,
1580925,@115873 please can someone give me a call in regards to my experience his morning with one of your Uber drivers.,@486723 We're here to help! Our team is reviewing your email now and will be in touch. We appreciate your patience.,Tue Oct 17 07:21:29 +0000 2017,
318291,Never use @115873 for the rides to/from the airport. They are overcharging. 2800 roubles instead of 1 k fixed price in my case. @Uber_Support https://t.co/3YuRcmZ66h,@191945 Here to help! Follow up here; https://t.co/6IqAxVj2X4 and our team will connect right away.,Fri Oct 06 21:03:14 +0000 2017,
315081,Uber got into a car accident 😔,@191223 We hope everyone is ok. Please DM us your email address and additional details so we can follow up immediately.,Sat Oct 07 07:00:15 +0000 2017,
1250716,@115873 what happens when I am in a new country and using a new phone number. It is impossible to change the contact number on accounts.,"@413435 Here to help! To update your account info, please visit; https://t.co/ACn231rQL4.",Thu Oct 26 03:27:15 +0000 2017,
2736488,"@Uber_Support account deactivated without reason. Please advise. Tried application to reach support, but it doesnt work",@766843 Sorry to hear that. Can you please send us a DM (direct messages) of your email address so we can connect?,Mon Nov 20 20:20:39 +0000 2017,
181576,@Uber_Support I can't change my credit card details as a rider. I think my account may be part set up as a driver -which I changed my mind about. Can my account be changed to be a rider only and maybe that will overcome the issues I'm getting with changing my credit card details?,@157681 Happy to help! Please confirm your email address or phone number through direct message so we can further assist,Sat Nov 25 01:43:10 +0000 2017,
2407304,"Hey, trying to order the free box of @148768's but just getting an order error on @115877 - send help! I've promised the @93968 office free doughnuts #KrispyKreme 🍩🍩🍩🍩🍩🍩","@692300 We've been overwhelmed by demand! Supply is limited, but please keep trying.",Tue Nov 14 14:03:43 +0000 2017,
1768348,@115877 keeps sending me my wrong order!! I really wanted French fries 😩😩,@531674 That doesn't sound right. Can you please send us a DM with your email address so we can look into this?,Tue Nov 07 22:29:36 +0000 2017,
1250297,@Uber_Support fare increased from 124 to 195 with no traffic and no GPS issues. Are you kidding me? Your app is a total fraud.,"@147243 Hi there Manish, we're happy to review any fare you have questions about. To request a fare review, please see: https://t.co/48P38j1EH1.",Sat Oct 14 18:16:34 +0000 2017,
157851,@Uber_Support I have asked for help and sent note as suggested by you but still waiting for reply. https://t.co/rEvM1VmMMB,@152275 We're here to help! Send us a DM with your email address so we can connect.,Sat Nov 25 02:00:12 +0000 2017,
980550,I just waited 30 mins for an uber that was 2mins away @115873 super fun https://t.co/vM52N0zVdu,@352496 Sorry to hear about what happened. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Sun Oct 22 05:56:25 +0000 2017,
443038,@Uber_Support Mail id: __email__ Mob:7975463499,@219999 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Wed Nov 22 09:12:51 +0000 2017,
1438793,"@115873 my driver took a longer route than needed, didn’t follow directions on the maps app intentionally making the trip 10 minutes longer",@453908 Happy to take a look! Send us a note via https://t.co/y4EDPcVZOI so our team can connect.,Thu Nov 02 14:17:20 +0000 2017,
2135818,@Uber_Support I did and there is no where to call you,"@628339 You'll be able to contact us by phone while an order is still live. Now that the order is complete, contact us here: https://t.co/ZFaWy0Lkdu",Wed Nov 08 21:09:50 +0000 2017,
872575,@Uber_support do drivers not have a chance to see destination before they pick up? This is the second time in two weeks that I have waited over 7 minutes for a ride and then they won't drive me into San Francisco,"@327158 Absolutely not, Madison. Partners receive the rider's destination once they have entered the vehicle and the trip has started.",Fri Oct 13 04:46:02 +0000 2017,
688487,@Uber_Support I want to delete payment method paytm how can I do it bcoz there is some balance in it,@185130 Here to help. Send us a note at https://t.co/F7yFN7gC20 team can connect.,Sat Nov 25 07:41:13 +0000 2017,
1756587,@115877 how about you actually have some customer service. you guys are absolutely terrible,@528916 Here to help! Please send us DM your email address with details so we can follow up.,Tue Nov 07 19:30:33 +0000 2017,
2073820,@Uber_Support y do you charge cancellation for delay from your end? Driver is arriving from 10 mins versus eta of 6 mins,"@613369 Sorry to hear about the troubles, Chaithra. Please send us a note at https://t.co/z3CPPtLGoq so we can look into this for you.",Tue Oct 10 02:11:57 +0000 2017,
370851,@Uber_Support this driver has been sitting her for almost 10 minutes. Still hasn’t even cancelled or contacted me https://t.co/4uRFfHDAEv,@203821 We apologize for the trouble! Send us a DM with your email address with additional details and we'll connect.,Thu Nov 02 21:33:09 +0000 2017,
70624,@McDonalds @115877 can i get some proletarian revolution?,@822448 Here to help! Send us a note here; https://t.co/NcKEnQDmxQ and our team will be able to assist!,Thu Nov 30 05:16:43 +0000 2017,
1956937,@115873 y the hell ur stupid algorithm lets a driver acpt ride before he finishes his trip? Taking customer’s time for grantd - sucks https://t.co/PQ7ouIoqNX,"@253573 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh and our team will be in touch.",Wed Oct 18 16:46:54 +0000 2017,
1137769,@Uber_Support ive received no email flno one has reached out. im tired of these template responses from everyone despite months of chasing you all,@387991 Here to assist! We have routed this to the appropriate team who will be in contact within the in-app help section momentarily.,Tue Oct 24 10:06:36 +0000 2017,
602824,@115877 has the worst customer service I’ve ever seen. I expect such a large company to provide well equipped competent help @Uber_Support,"@252477 We just followed up via your in-app support inquiry. Please check your messages in the ""Help"" section of your app for further assistance.",Sun Dec 03 16:33:32 +0000 2017,
1922710,@Uber_Support charges its customers for no reason. https://t.co/Capb6FJJ4e,@202742 A member of our team has reached out to you. Please refer back to that email for all further questions or concerns on this matter.,Fri Oct 27 06:13:32 +0000 2017,
458014,@Uber_Support - having issues with my new credit card on account. Card is valid and preauthorization shows on Amex website. https://t.co/OgCTBPKiuq,@127127 Here to help! Please send us a note at https://t.co/yqIhbGRNqi and we'll be happy to look into this for you.,Fri Dec 01 00:30:33 +0000 2017,
754781,"@115873 great ! You finally did charged me the extra money after such discussion.#dislike uber, uninstalling.",@176508 Oh no! Please DM us the email linked to your account along with details so we can look into this for you. We look forward to your response.,Sat Oct 07 04:55:39 +0000 2017,
1780778,@115873 how do you remove a promo from an account? It has never been applied and I can’t use any other promos.,"@535030 Let's have a look, Sam. Please DM us the email linked to your account, plus the details, so we can follow up. https://t.co/sd7yH5jmbJ",Wed Oct 11 19:22:59 +0000 2017,
2710041,@115873 do your drivers have cameras to protect both drivers and passengers from abuse? That would be a good thing to have,"@198144 We appreciate your feedback, we'll be sure to escalate this to our team.",Mon Nov 20 01:33:44 +0000 2017,
934549,"I’m not sure why my uber account is deactivated, as much as I’d like to travel by uber, I can’t. @115873 please look into it.",@341691 Here to help. Send us a note at https://t.co/WbmljlOtLY so our team can connect.,Sat Oct 21 17:38:13 +0000 2017,
1803288,I just installed the Uber app on my phone today. A driver arrived that I hadn't ordered and I was billed $7.29 for a trip I didn't take.,"@541855 Sorry to hear about that, Jean Ann! Send us a note here - https://t.co/dInR3racif so our team can assist.",Wed Oct 18 01:30:25 +0000 2017,
837206,Why is my uber driver getting further away from me? @115873 @Uber_Support https://t.co/WRm63Hgx6r,@319248 Here to help! Send us a note via https://t.co/e8HVorX5rh and we'll be in touch.,Fri Oct 13 09:41:07 +0000 2017,
2171752,@Uber_Support @115873 yes please,@636952 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!,Thu Nov 09 12:30:57 +0000 2017,
1560886,@Uber_Support tried ordering an uber and it kept taking me to this even after I confirmed so if i get charged you's are refunding me https://t.co/XU0aWvEMmT,@482238 We're here to help! Send us a note at https://t.co/u3MyknJaaN so we can assist.,Sat Nov 04 09:00:07 +0000 2017,
2747452,@Uber_Support I would like to ask you to remind drivers that they are responsible to assure passengers can debark cars safely. I ride a bike in New Orleans and have hot two doors I could not avoid and narrowly missed 7 others. Drivers are liable for injuries!,@769319 We can take a look on this. Kindly send a note here: https://t.co/QDn91HzZV0 so we can connect.,Mon Nov 20 22:31:55 +0000 2017,
1961537,@115873 I’m trying to tip my driver and the option isn’t coming up.,@581717 Thanks for reaching out to us about this. Your driver might not be signed up to accept tips at this time. Let us know if you need help.,Mon Oct 30 22:53:07 +0000 2017,
1787475,"@Uber_Support I want to review legal documents on my computer, but they are only accessible on the app. This is the tenth time I am expressing this issue.",@207218 We'd be happy to help. You can review the documents by going to this page here; https://t.co/XDNEecg3t7,Fri Nov 17 01:53:03 +0000 2017,
170426,@115873 👋🏼 Every time I try to open the app it shows that I need to register but when I try to regist it shows that my phone is already been used!! Could you check knowing that my phone number is 00966555165888,@155719 Here to help. Send us a note at https://t.co/Md7v036OoC so our team can connect.,Fri Nov 24 21:29:32 +0000 2017,
997145,@Uber_Support I have a complaint about a fellow pool passenger. How do I report them?,"@356120 Sorry to hear that, Layla. You can let us know here: https://t.co/kUyzFAuBFV",Wed Oct 11 23:10:21 +0000 2017,
741086,@115873 R u listening customer complaint. I am requesting business trip monthly report but no response. There is no way to reach you,@297239 We apologize for the trouble! Send us your email address and we'll connect.,Wed Oct 11 13:50:42 +0000 2017,
1153328,@Uber_Support my ubereats time shot up by 40 minutes not long before expected delivery. where can I complain and get a full refund issued?,@391369 Please reach out to @131077 for further assistance.,Sat Oct 14 23:47:57 +0000 2017,
1820762,@Uber_Support came*,"@546617 Thanks for letting us know about this, Dana! Send us a note with the trip details here https://t.co/QsI1vsvcif and we can follow up on this.",Mon Oct 16 13:47:00 +0000 2017,
1683644,@Uber_Support It was in Toronto. Is it legal?,@511748 Happy to help clarify! You can reach out here: https://t.co/qOw8FauwWK for more info on Toronto regulations.,Mon Nov 06 16:59:25 +0000 2017,
2792092,@Uber_Support But this is downtown Manhattan New York City Not a foreign country,"@779239 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/fS660rQ8NQ.",Tue Nov 21 21:03:43 +0000 2017,
2978469,@Uber_Support How do I get an update on my active status ? My Uber Driver App isn't working yet,@714395 Here to help! Send us a note via https://t.co/tv4psVy8sr so our team can connect.,Fri Nov 17 17:38:07 +0000 2017,
2652718,@Uber_Support @271774 @116276 @115873 I wrote about my situation via in app almost 4 hours ago and I wrote you guys directly here via message,@748112 We see your message and will be following up via DM.,Tue Nov 21 00:16:05 +0000 2017,
1202084,@Uber_Support Here is the screen shot of respective driver and thanks for assuring assistance and hope so you would never let down your customer https://t.co/sMaiNi96LW,"@402438 Let's look into this, Khurram. Please share email address in DM, so we can follow up. https://t.co/sd7yH5jmbJ",Wed Oct 25 13:32:42 +0000 2017,
654522,Credit card stolen. Thanks for nothing @115873! Props to @116988 for top notch fraud protection.,@275698 We're so sorry about that! Can you please send us a DM with your email address and additional details of your concern so we can assist?,Wed Nov 22 21:57:35 +0000 2017,
1193510,@115873 and can you explain why my account won’t let me request a taxi ???????,@279436 Here to help! Send us a note here; https://t.co/xMxswVu0mj and our team will be able to assist!,Wed Oct 25 00:54:36 +0000 2017,
1381066,.@Uber_Support 1 of ur drivers canceled my ride last night while in his car. I dropped my keys. Contacted customer serv. No response wtf,"@441452 We're sorry to hear about the trouble, Gaby. Send us a DM with your email address with details so we can connect.",Sat Oct 28 05:04:03 +0000 2017,
1489192,@Uber_Support Immediatly after I reset my password it tells me that the password is wrong - as if it's not registring the password change.,@465883 Here to help! Send us a note via https://t.co/IoAe3kNwY9 to assist you further.,Fri Nov 03 08:39:50 +0000 2017,
2352452,"@Uber_Support I need some help to get my account back. Please reply me soon as possible, thank you",@679819 Here to help. Send us a note at https://t.co/WbmljlOtLY so our team can connect.,Mon Nov 13 17:59:30 +0000 2017,
938050,@Uber_Support Thanks for the mail but I did get a good reply. I got a very vague reply. I hope you guys will solve my issue asap.,"@342354 Hi, Anis - we've gone ahead and followed up with your in app message. Please follow up with us there if you have any questions.",Sat Oct 14 16:34:15 +0000 2017,
2567165,@Uber_Support Hi! I observed one of your cars (with a passenger) driving dangerously today - how can I provide details? Your help page didn't provide a way to contact Uber.,@217447 We apologize for the trouble! Send us a DM with your email address with additional details and we'll connect.,Thu Nov 16 19:28:26 +0000 2017,
1147166,@21167 I am trying to get contact information for General Manager Kasra Moshkani or his assistant. Can you help?,@389994 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Tue Oct 24 13:58:34 +0000 2017,
2382970,"@Uber_Support thank you guys were absolutely NO help. thank you for the worst customer service, will be contacting somebody for refunds. happy halloween","@664119 We've replied via DM, please follow up there.",Sun Oct 29 08:25:08 +0000 2017,
938237,@115873 I need to reset my account please.,@342413 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Sat Oct 21 18:29:58 +0000 2017,
2555503,"Hi @115873, you guys billed me twice for the same trip yesterday. Just wondering how long before it gets corrected",@725661 Here to help! Simply contact us via https://t.co/zJ6aIZinzb so our team can assist.,Thu Nov 16 16:08:57 +0000 2017,
2452237,@115873 why have I been charged £191.59 for a taxi I didn’t use!!!!!!! https://t.co/oCTgPU7nvr,@702641 Here to help! Send us a note via https://t.co/bGbBMJqMgN and we'll be in touch.,Sun Oct 29 17:30:12 +0000 2017,
1651596,@Uber_Support Hi! Need urgent help. Left phone in cab. Please DM asap for further details. Unable to find the customer care number for Delhi,@504358 Here to help! Get in contact with your driver here; https://t.co/rOtqyWzf0B,Mon Nov 06 07:05:14 +0000 2017,
1771090,@Uber_Support I cant switch my email or pay with my credit card. Please help! You guys do not have a phone-line that I can call in my city.,"@532392 We'd like to take a look into this, Dylan. Please leave us a note at https://t.co/qHlZSjDE9L so we can connect!",Tue Oct 17 21:10:59 +0000 2017,
2956231,@115873 urgent matter!! I left my phone in the car that picked me up today! how can I get my phone please,@635004 Here to help! Please contact us via https://t.co/VRGZX0s7tO so we can follow up.,Wed Nov 29 19:17:15 +0000 2017,
1838827,@Uber_Support You claim you treat passengers and drivers fairly but you’ve charged me £15 extra after my driver drove like a maniac &amp; then abused me.,"@551119 We would like to connect with you immediately, Amy. Please DM us your email address and more information, so we can further assist.",Wed Oct 18 18:13:53 +0000 2017,
1635854,@115873 Seriously why wouldn't he just cancel ao I can get a new ride @Uber_Support https://t.co/vbG5H2HwgW,@500376 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Sun Nov 05 21:17:23 +0000 2017,
2501010,@Uber_Support @115873 your services suck in the UAE. :/ you are not transparent AT ALL in your fare and you don't even adjust the fare once it is completed. The upfront payment is a disaster. Guess I will shift to @23706 services since they are more transparent.,@322367 We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,Wed Nov 15 19:14:17 +0000 2017,
2206423,@115877 WHERE MY FREE DOUGHNUTS AT??! 😭,"@696677 We're so sorry you didn’t receive your free Original Glazed Dozen box, Madd. We experienced a technical issue. Stay tuned for more fun promotions soon!",Tue Nov 14 16:16:58 +0000 2017,
1076592,"@115873 service is declining in Paris, the car planned cancelled last minute driving front of me then no second one close,15min late meeting",@374033 Here to help! Send us a note via https://t.co/e8HVorX5rh so our team can connect.,Mon Oct 23 17:02:41 +0000 2017,
2177694,"@Uber_Support This is your support yet, Uber support is only active on Twitter. Not in reality. No action yet, its been going to be three weeks now. Sir, this is how private cab firms are working take some action and make a good policy so that they cannot loot comonppl. @133052 @103082 https://t.co/EhtC1tjXKr","@638291 We have routed this to the appropriate team who will be in contact within the in-app help section momentarily, Dhananjay.",Sun Nov 19 11:09:12 +0000 2017,
164267,@115873 @Uber_Support how do we complain if drivers keep cancelling rides. They need cash and not payment through e-wallet.,@154050 Here to help! Please contact us via https://t.co/fS660rQ8NQ so we can follow up.,Fri Nov 24 19:53:51 +0000 2017,
801134,@Uber_Support There isn’t an option to reply to them,"@310904 Hey, Rishabh. A team member has reached back out to you via in-app. Please try to follow up with us there once again for further assistance.",Fri Oct 13 13:12:14 +0000 2017,
2644771,"@115873 Uber company will remain sri lankan drivers will lost, 25% take commtion from driver, uberzip peying 20/= per 1km",@521712 We have responded to your DM please follow up there.,Tue Oct 31 04:32:27 +0000 2017,
1537664,"What can we do to stop @115873 drivers from brazenly stopping in traffic at this highly dangerous intersection, putting all of us at risk?",@476689 Here to help. Send us a note at https://t.co/IeSxT5cVHC so our team can connect.,Sat Nov 04 01:10:54 +0000 2017,
148299,@Uber_Support I was waiting 2.30h to Heathrow,@149743 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect.,Fri Nov 24 14:55:27 +0000 2017,
1839559,@115873 a man yelling and harassing us in the car isn’t worth a refund ! https://t.co/d1pp2gA3Pb,@321685 We're ready to look into this right away. Send us a message with details of the trip here: https://t.co/biBCTHpjMe so we can follow up.,Tue Oct 17 18:54:43 +0000 2017,
1275183,Might be a little late @418502 @418503 the @115873 had a crash ! https://t.co/dna3Ndc78z,@418501 We hope everyone is ok. Please DM us your email address so we can follow up immediately.,Thu Oct 26 15:35:52 +0000 2017,
826683,Just watched @115873 @23645 driver deny co-worker ride &amp; yank her service dog by collar out of her car. When will this stop? https://t.co/OpJ88RZjaZ,@316914 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Fri Oct 13 01:27:18 +0000 2017,
2344035,"Order a $23 uber, wake up to a $98 charge and a day of arguing about it with no refund...see ya @115873 DELETE! 😠",@677899 Here to help! Please send us a DM with your email address for further assist.,Sun Nov 26 16:47:11 +0000 2017,
1449704,"@115873 am tired of seeing ""New Car""instead of plate #! Plz require drivers to enter their plate numbers '- this is a security issue.",@456408 That's not ok! Send us a note at https://t.co/XzaYTzi0AO and our team will follow up right away.,Mon Oct 16 19:39:26 +0000 2017,
441967,Is it just me or @115873 does over charge ? Took a Ubergo ride in Bangalore for 5.4 KMs (21 Mins) and was charged 115 bucks . Can not fathom ?,"@198823 We're here to help! Send us a note here, https://t.co/1xM0TILvAI and so our team will assist.",Wed Oct 11 08:58:59 +0000 2017,
91594,"@Uber_Support I have raised an issue for a week now, but the issue is still unresolved, please look into it, my email ID to which my Uber account linked is __email__","@135863 Hello, Tushar. Our team has followed up with you via email regarding your concern. If you have further questions, please reply to the email thread and we'll be sure to follow up with you.",Thu Nov 30 15:07:31 +0000 2017,
142529,@Uber_Support I have. On the link you shared.,"@148163 Thanks for following up, Hemal. A member of our team is reviewing your inquiry and will be following up as soon as possible.",Mon Nov 20 10:33:15 +0000 2017,
1270406,Hello i want to change my password as i am unable to log into my account @115873,"@417439 We apologize for the trouble! Send us a note here, https://t.co/Md7v036OoC, and our team will be in touch.",Thu Oct 26 14:06:01 +0000 2017,
2483775,"Hey @115877 this is super dumb, There’s literally 1000s is people one block out #kitchenerON https://t.co/CphaMqk1iU",@709586 Check out https://t.co/bl5B9dVLvX to learn more about the availability of UberEats.,Sun Oct 29 23:47:10 +0000 2017,
658104,@Uber_Support Still heard nothing...,"@276678 So sorry for the delay here, Amanda. We have notified the appropriate team and they will be following up as soon as possible regarding this. Thanks for your patience!",Wed Nov 22 23:01:25 +0000 2017,
939448,@Uber_Support Uber when I send you an email in response I get is so generic that you just don’t give a damn. The bottom line is you affect your customer and your driver.,@342691 Sorry to hear about that! Please confirm your email address or phone number so we can further assist.,Sat Nov 25 16:31:18 +0000 2017,
672140,"@115873 during my recent trip to Bangkok, i was being told that Uber had the most rated for it services, thus i booked it once i reached Airport to my Hotel's location which is in Pratunam. But i had an unhappy service!",@280360 So sorry about that! Send us your email address so we can connect right away.,Thu Nov 23 09:00:57 +0000 2017,
863032,"@115873 Good morning, I need to know update status on my request to be a driver for you. I completed the app and hasn't gotten an email back.",@324939 Happy to follow up! Contact us via https://t.co/tv4psVy8sr so we can connect.,Fri Oct 13 14:55:58 +0000 2017,
530121,"@115873 refund me, fire your driver",@118817 Hi there! Please reach out to https://t.co/zUe0djo9gv and fill out the 4 boxes at the bottom so we can get in touch.,Sat Dec 02 09:24:36 +0000 2017,
2170213,"I'm going to tweet @115877 until someone answers why our driver wouldn't come to our door, or call, or text or send a carrier pigeon?",@636643 We're sorry to hear this was your experience. Contact us via https://t.co/hVMgTsth35 and we'll be in touch.,Thu Nov 09 03:05:00 +0000 2017,
1010582,@Uber_Support I would like a list of my past 3 months ride in excel sheet. Could you guys provide that please. Or let me know how to reach u,"@359134 Happy to assist, Puneet! You can get trip receipts by going here: https://t.co/A57VTLKukp. Hope this helps.",Sat Oct 14 12:19:09 +0000 2017,
554110,Arrived in Tel Aviv today and so far 2-for-2 on cab rides where the driver was watching TV while driving. Is this why they banned @115873?,"@249286 Hi there, we're here to help! Send us a note here via https://t.co/IeSxT5cVHC so we can help.",Sat Dec 02 20:06:32 +0000 2017,
2890012,@115873 Hey are y’all gonna be rolling out December ride passes in Boston? Pls let me get one. Thanks!,@587561 Here to help! Please send us a DM (direct messages) with your email address and more info regarding your concern so we can assist.,Tue Nov 28 14:13:38 +0000 2017,
410119,@115873 is starting to finessing the shit outta me. Complained about wrong fare charges and refund for some nasty food and all I got was some customer service bs 😤uber fix up!,@212823 We've responded via DM!,Mon Oct 09 23:08:15 +0000 2017,
1241163,@Uber_Support Your team is blaming me for not reaching out earlier and your app does not have an option for me to cancel,@206345 We have located your support inquiry and a member of our team will be in contact with you shortly. We appreciate your patience.,Wed Oct 25 22:32:12 +0000 2017,
547176,@Uber_Support Thanks for quick reply. Have already gone through that link and didn’t resolve my issue. Need an alternative please,@247273 Appreciate you letting us know. Please follow up with us via DM with the email address you used to contact our support team. We'll be happy to get a second set of eyes on this. https://t.co/sd7yH5jmbJ,Sat Dec 02 17:35:32 +0000 2017,
1442476,It’s sad when you get too big and don’t think customer service matters anymore. Thanks @115873 @Uber_Support,"@454703 That doesn't sound right, Mari. Send us a DM with your email address with additional details so we can assist you.",Thu Nov 02 12:04:04 +0000 2017,
1180762,@115873 thanks for making me paying cancellation fees because YOUR app was not working @Uber_Support I really don’t want to use Uber anymore,@397705 We're sorry to hear about the trouble! Can you please contact us via https://t.co/h840Iouehc so our team can connect.,Tue Oct 24 22:05:50 +0000 2017,
1531416,Do not use @115877 to get @McDonalds @120984 unless you want to waste time &amp; money use @153233 @421483 and avoid @115873 as well,"@153232 We're currently reviewing this situation, and we'll be in touch with you via in-app messaging shortly.",Fri Nov 03 20:17:54 +0000 2017,
723359,@Uber_Support Sent - please remedy immediately.,"@293218 Here to help, Jesse. A member of our team has followed up via DM.",Wed Oct 11 03:55:35 +0000 2017,
1732676,"@Uber_Support im very angry, just been charged twice after receiving my UberEATS!!!!!",@523378 Sorry to hear about that! Please send us a note via https://t.co/oF5UNQq43Y so we can connect.,Tue Nov 07 12:42:35 +0000 2017,
2573988,"@Uber_Support Someone finally answered the phone, said it was a network error and cancelled the order. Couldn't confirm if the error was with the restaurant or with Ubereats. I asked if I could try ordering from a different restaurant and they said to wait an hour before trying.","@729930 Hi, Adam. We're always striving to improve the UberEATS experience and appreciate you letting us know about this. Please go ahead and try ordering from a different restaurant at your discretion. If you experience further issues, please let us know.",Thu Nov 16 20:42:33 +0000 2017,
2135837,@Uber_Support I️ dmd you about being locked out of my account,@628345 Hi there! Sorry for the delay. Our team is currently reviewing your email and will follow up shortly. We appreciate your patience!,Wed Nov 08 20:39:33 +0000 2017,
367538,@115873 incrediblely dissatisfied with u guys rn😡 my driver never showed wouldn’t answer after I spoke w them I was stranded and still charged,@203062 Sorry for the trouble! Send us a note via https://t.co/e8HVorX5rh so we can connect.,Sun Oct 08 20:37:03 +0000 2017,
485452,@115873 why does it seem like every time a car almost hits me while I'm biking on a bike lane its almost always an Uber driver? Maybe some safe driving tips for your drivers so I dont have to live in fear for my life? #PSA #Brooklyn @22403,"@230493 Hi there, we're here to help! Can you send us a DM with your email address so we can connect?",Fri Dec 01 15:25:08 +0000 2017,
